X;et_x;direct;flip;id_r;g_indicator;indicator;metric;obs_land;country;ref;DOI;des_bio;g_desbio;grupo;orden;fam.spe;habitat;funct;et_y;dif;source;manag;site_land;coo1;coo2;r_paper;n;p;coef;phen;obs_gen;n_cal;correlacion.x;correlacion.y;num_filas;r_total;r_absoluta;n_total;xy_cero;Zr;VarZr;r_dir;Zr_dir;Var_dir;tax
316;CropArea100;-;si;26_10;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaSWInd;easy;table;NA;paddy;108.5287119;22.70466881;NA;NA;NA;NA;NA;RICE-RICE_summer;58;-0.08967246;-0.092918681;58;-0.08967246;0.08967246;58;si;-0.089913983;0.018181818;0.08967246;0.089913983;0.018181818;invertebrate
317;CropArea500;-;si;26_17;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaSWInd;easy;table;NA;paddy;108.5280058;22.91267085;NA;NA;NA;NA;NA;RICE-MINOR_summer;58;-0.097180382;-0.156696997;58;-0.097180382;0.097180382;58;NA;-0.097488052;0.018181818;0.097180382;0.097488052;0.018181818;invertebrate
318;CropArea750;-;si;26_33;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaSWInd;easy;table;NA;paddy;108.2273207;22.63498357;NA;NA;NA;NA;NA;RICE-MINOR_summer;58;-0.060813224;-0.140236026;58;-0.060813224;0.060813224;58;NA;-0.060888358;0.018181818;0.060813224;0.060888358;0.018181818;invertebrate
319;CropCompositionalHeterogeneity;+;no;26_45;heterogeinity;LU-crop evenness;index;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaSWInd;easy;table;NA;paddy;108.1634174;22.64016571;NA;NA;NA;NA;NA;RICE-RICE_summer;58;0.00621688;0.074837037;58;0.00621688;0.00621688;58;si;0.00621696;0.018181818;0.00621688;0.00621696;0.018181818;invertebrate
320;FieldMarginLength;+;no;26_51;configuration;connectivity;lineal;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaSWInd;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;NA;RICE-MINOR_summer;58;0.203747142;0.089200663;58;0.203747142;0.203747142;58;NA;0.206638896;0.018181818;0.203747142;0.206638896;0.018181818;invertebrate
321;OpenWater500;+;no;26_71;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaSWInd;easy;table;NA;paddy;108.5383058;22.91019894;NA;NA;NA;NA;NA;RICE-RICE_summer;58;0.010251318;0.010995165;58;0.010251318;0.010251318;58;NA;0.010251677;0.018181818;0.010251318;0.010251677;0.018181818;invertebrate
322;OpenWater750;+;no;26_81;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaSWInd;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;NA;RICE-RICE_summer;58;0.036714861;0.019638764;58;0.036714861;0.036714861;58;NA;0.036731371;0.018181818;0.036714861;0.036731371;0.018181818;invertebrate
323;forest_cover;+;no;28_1;composition;semi-natural areas;area;NA;madagascar;Rakotomalala et al. - 2023 -;10.1007/s10531-021-02314-4;richness;richness;Arthropod;Hymenoptera;Formicidae;terrestrial;predator;richness_overall;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;NA;NA;10;-0.29546842;-0.354663451;10;-0.29546842;0.29546842;10;si;-0.304547233;0.142857143;-0.29546842;-0.304547233;0.142857143;invertebrate
324;forest_cover;+;no;28_4;composition;semi-natural areas;area;NA;madagascar;Rakotomalala et al. - 2023 -;10.1007/s10531-021-02314-4;richness;richness;Arthropod;Hymenoptera;Formicidae;terrestrial;predator;richness_non_endemic;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;NA;NA;10;-0.264135272;-0.314970394;10;-0.264135272;0.264135272;10;si;-0.27054864;0.142857143;-0.264135272;-0.27054864;0.142857143;invertebrate
325;forest_cover;+;no;28_5;composition;semi-natural areas;area;NA;madagascar;Rakotomalala et al. - 2023 -;10.1007/s10531-021-02314-4;richness;richness;Arthropod;Hymenoptera;Formicidae;terrestrial;predator;richness_endemic;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;NA;NA;10;-0.21821789;-0.21821789;10;-0.21821789;0.21821789;10;si;-0.221784127;0.142857143;-0.21821789;-0.221784127;0.142857143;invertebrate
326;forest_cover;+;no;28_2;composition;semi-natural areas;area;NA;madagascar;Rakotomalala et al. - 2023 -;10.1007/s10531-021-02314-4;richness;richness;Arthropod;Hymenoptera;Formicidae;terrestrial;predator;richness_unknown;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;NA;NA;10;0.212121212;0.373978796;10;0.212121212;0.212121212;10;si;0.215391458;0.142857143;0.212121212;0.215391458;0.142857143;invertebrate
327;forest_cover;+;no;28_3;composition;semi-natural areas;area;NA;madagascar;Rakotomalala et al. - 2023 -;10.1007/s10531-021-02314-4;richness;richness;Arthropod;Hymenoptera;Formicidae;terrestrial;predator;richness_exotic;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;NA;NA;10;-0.515151515;-0.545905894;10;-0.515151515;0.515151515;10;si;-0.569717141;0.142857143;-0.515151515;-0.569717141;0.142857143;invertebrate
328;understory_vegetation_cover;+;no;28_11;composition;semi-natural areas;area;NA;madagascar;Rakotomalala et al. - 2023 -;10.1007/s10531-021-02314-4;richness;richness;Arthropod;Hymenoptera;Formicidae;terrestrial;predator;richness_non_endemic;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;NA;NA;10;-0.182208971;0.033303743;10;-0.182208971;0.182208971;10;NA;-0.184266569;0.142857143;-0.182208971;-0.184266569;0.142857143;invertebrate
329;understory_vegetation_cover;+;no;28_12;composition;semi-natural areas;area;NA;madagascar;Rakotomalala et al. - 2023 -;10.1007/s10531-021-02314-4;richness;richness;Arthropod;Hymenoptera;Formicidae;terrestrial;predator;richness_unknown;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;NA;NA;10;0.07949737;0.474516742;10;0.07949737;0.07949737;10;NA;0.079665478;0.142857143;0.07949737;0.079665478;0.142857143;invertebrate
330;understory_vegetation_cover;+;no;28_13;composition;semi-natural areas;area;NA;madagascar;Rakotomalala et al. - 2023 -;10.1007/s10531-021-02314-4;richness;richness;Arthropod;Hymenoptera;Formicidae;terrestrial;predator;richness_overall;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;NA;NA;10;0.087205357;0.212504151;10;0.087205357;0.087205357;10;NA;0.08742743;0.142857143;0.087205357;0.08742743;0.142857143;invertebrate
331;understory_vegetation_cover;+;no;28_14;composition;semi-natural areas;area;NA;madagascar;Rakotomalala et al. - 2023 -;10.1007/s10531-021-02314-4;richness;richness;Arthropod;Hymenoptera;Formicidae;terrestrial;predator;richness_exotic;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;NA;NA;10;0.048724195;0.096203273;10;0.048724195;0.048724195;10;NA;0.048762808;0.142857143;0.048724195;0.048762808;0.142857143;invertebrate
332;understory_vegetation_cover;+;no;28_15;composition;semi-natural areas;area;NA;madagascar;Rakotomalala et al. - 2023 -;10.1007/s10531-021-02314-4;richness;richness;Arthropod;Hymenoptera;Formicidae;terrestrial;predator;richness_endemic;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;NA;NA;10;0.616124887;0.269190951;10;0.616124887;0.616124887;10;si;0.718734622;0.142857143;0.616124887;0.718734622;0.142857143;invertebrate
333;Distances from native vegetation (m);-;si;31_1;configuration;proximity;lineal;NA;brazil;Silva et al. - 2019 -;10.1590/1519-6984.194760;abundance;abu_den;Arthropod;Hymenoptera;NA;terrestrial;parasitoid;Individuals;easy;graph;NA;paddy;NA;NA;NA;NA;NA;NA;NA;NA;16;-0.374921924;-0.432155273;16;-0.374921924;0.374921924;16;NA;-0.394137831;0.076923077;0.374921924;0.394137831;0.076923077;invertebrate
334;CropArea100;-;si;26_4;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuAbund;easy;table;NA;paddy;108.4680915;22.87274939;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;0.166619289;0.120868273;56;0.166619289;0.166619289;56;NA;0.168187387;0.018867925;-0.166619289;-0.168187387;0.018867925;invertebrate
335;CropArea500;-;si;26_13;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuAbund;easy;table;NA;paddy;108.1441942;22.57172556;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;0.214044817;0.18289027;56;0.214044817;0.214044817;56;NA;0.217406558;0.018867925;-0.214044817;-0.217406558;0.018867925;invertebrate
336;CropArea750;-;si;26_28;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuAbund;easy;table;NA;paddy;108.5383058;22.91019894;NA;NA;NA;NA;NA;RICE-RICE_summer;56;0.195537198;0.119931176;56;0.195537198;0.195537198;56;NA;0.198088087;0.018867925;-0.195537198;-0.198088087;0.018867925;invertebrate
337;CropCompositionalHeterogeneity;+;no;26_38;heterogeinity;LU-crop evenness;index;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuAbund;easy;table;NA;paddy;108.5139814;22.91507677;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;-0.078316642;-0.006125844;56;-0.078316642;0.078316642;56;NA;-0.078477352;0.018867925;-0.078316642;-0.078477352;0.018867925;invertebrate
338;FieldMarginLength;+;no;26_58;configuration;connectivity;lineal;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuAbund;easy;table;NA;paddy;108.4680915;22.87274939;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;0.301605415;0.209996694;56;0.301605415;0.301605415;56;NA;0.311284733;0.018867925;0.301605415;0.311284733;0.018867925;invertebrate
339;OpenWater500;+;no;26_62;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuAbund;easy;table;NA;paddy;108.4595098;22.70067997;NA;NA;NA;NA;NA;RICE-RICE_summer;56;-0.018898348;0.025700777;56;-0.018898348;0.018898348;56;NA;-0.018900598;0.018867925;-0.018898348;-0.018900598;0.018867925;invertebrate
340;OpenWater750;+;no;26_73;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuAbund;easy;table;NA;paddy;108.1549611;22.64637913;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;0.100365907;0.192469493;56;0.100365907;0.100365907;56;NA;0.100704964;0.018867925;0.100365907;0.100704964;0.018867925;invertebrate
341;CropArea100;-;si;26_6;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuSpRich;easy;table;NA;paddy;108.5001181;22.91309866;NA;NA;NA;NA;NA;RICE-RICE_summer;56;0.17273466;0.134989789;56;0.17273466;0.17273466;56;NA;0.174484063;0.018867925;-0.17273466;-0.174484063;0.018867925;invertebrate
342;CropArea500;-;si;26_22;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuSpRich;easy;table;NA;paddy;108.5203031;22.90061373;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;0.272535888;0.293221238;56;0.272535888;0.272535888;56;NA;0.279601142;0.018867925;-0.272535888;-0.279601142;0.018867925;invertebrate
343;CropArea750;-;si;26_30;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuSpRich;easy;table;NA;paddy;108.4595098;22.70067997;NA;NA;NA;NA;NA;RICE-RICE_summer;56;0.207069386;0.170427222;56;0.207069386;0.207069386;56;NA;0.210107493;0.018867925;-0.207069386;-0.210107493;0.018867925;invertebrate
344;CropCompositionalHeterogeneity;+;no;26_43;heterogeinity;LU-crop evenness;index;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuSpRich;easy;table;NA;paddy;108.4862823;22.89382263;NA;NA;NA;NA;NA;RICE-RICE_summer;56;-0.067788897;0.024774843;56;-0.067788897;0.067788897;56;NA;-0.067893022;0.018867925;-0.067788897;-0.067893022;0.018867925;invertebrate
345;FieldMarginLength;+;no;26_54;configuration;connectivity;lineal;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuSpRich;easy;table;NA;paddy;108.4785154;22.95492017;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;0.261576968;0.24503051;56;0.261576968;0.261576968;56;NA;0.267800452;0.018867925;0.261576968;0.267800452;0.018867925;invertebrate
346;OpenWater500;+;no;26_66;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuSpRich;easy;table;NA;paddy;108.5139814;22.91507677;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;0.019855706;0.0367267;56;0.019855706;0.019855706;56;NA;0.019858316;0.018867925;0.019855706;0.019858316;0.018867925;invertebrate
347;OpenWater750;+;no;26_78;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuSpRich;easy;table;NA;paddy;108.5300142;22.92119826;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;0.121097759;0.159555561;56;0.121097759;0.121097759;56;NA;0.121694975;0.018867925;0.121097759;0.121694975;0.018867925;invertebrate
348;CropArea100;-;si;26_11;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuSWInd;easy;table;NA;paddy;108.4702847;22.94169872;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;0.220989761;0.118760657;56;0.220989761;0.220989761;56;NA;0.224696449;0.018867925;-0.220989761;-0.224696449;0.018867925;invertebrate
349;CropArea500;-;si;26_18;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuSWInd;easy;table;NA;paddy;108.5300142;22.92119826;NA;NA;NA;NA;NA;RICE-RICE_summer;56;0.326785484;0.332077288;56;0.326785484;0.326785484;56;NA;0.339225171;0.018867925;-0.326785484;-0.339225171;0.018867925;invertebrate
350;CropArea750;-;si;26_34;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuSWInd;easy;table;NA;paddy;108.5210335;22.87704892;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;0.262783931;0.200665741;56;0.262783931;0.262783931;56;NA;0.269096504;0.018867925;-0.262783931;-0.269096504;0.018867925;invertebrate
351;CropCompositionalHeterogeneity;+;no;26_46;heterogeinity;LU-crop evenness;index;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuSWInd;easy;table;NA;paddy;108.1549611;22.64637913;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;-0.024188493;0.014776514;56;-0.024188493;0.024188493;56;NA;-0.024193212;0.018867925;-0.024188493;-0.024193212;0.018867925;invertebrate
352;FieldMarginLength;+;no;26_52;configuration;connectivity;lineal;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuSWInd;easy;table;NA;paddy;108.5215047;22.88973496;NA;NA;NA;NA;NA;RICE-RICE_summer;56;0.330990412;0.27931382;56;0.330990412;0.330990412;56;NA;0.343940111;0.018867925;0.330990412;0.343940111;0.018867925;invertebrate
353;OpenWater500;+;no;26_72;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuSWInd;easy;table;NA;paddy;108.1634174;22.64016571;NA;NA;NA;NA;NA;RICE-RICE_summer;56;0.027830049;0.045700911;56;0.027830049;0.027830049;56;NA;0.027837237;0.018867925;0.027830049;0.027837237;0.018867925;invertebrate
354;OpenWater750;+;no;26_82;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Lepidoptera;NA;terrestrial;pollinator;BuSWInd;easy;table;NA;paddy;108.5287119;22.70466881;NA;NA;NA;NA;NA;RICE-RICE_summer;56;0.139154286;0.154553419;56;0.139154286;0.139154286;56;NA;0.140063059;0.018867925;0.139154286;0.140063059;0.018867925;invertebrate
355;Log (areas if forest within 200 (m2));+;no;7_1;composition;semi-natural areas;area;NA;japan;Baba et al. - 2019 -;10.1007/s10841-019-00132-2;abundance;abu_den;Arthropod;Odonata;Libellulidae;aquatic;predator;Adults of S. Infuscatum;easy;graph;EFF;paddy;NA;NA;NA;NA;NA;NA;NA;NA;18;-0.50429585;-0.415159852;18;-0.50429585;0.50429585;18;NA;-0.555050458;0.066666667;-0.50429585;-0.555050458;0.066666667;invertebrate
356;CropArea100;-;si;26_2;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Odonata;NA;aquatic;predator;DrDaAbund;easy;table;NA;paddy;108.2476679;22.64947453;NA;NA;NA;NA;NA;RICE-RICE_summer;56;-0.08715048;-0.093716144;56;-0.08715048;0.08715048;56;NA;-0.087372133;0.018867925;0.08715048;0.087372133;0.018867925;invertebrate
357;CropArea500;-;si;26_15;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Odonata;NA;aquatic;predator;DrDaAbund;easy;table;NA;paddy;108.4587368;22.71062113;NA;NA;NA;NA;NA;RICE-RICE_summer;56;-0.083510086;-0.01513332;56;-0.083510086;0.083510086;56;NA;-0.083705034;0.018867925;0.083510086;0.083705034;0.018867925;invertebrate
358;CropArea750;-;si;26_26;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Odonata;NA;aquatic;predator;DrDaAbund;easy;table;NA;paddy;108.5018399;22.68915324;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;-0.062104913;-0.074665762;56;-0.062104913;0.062104913;56;NA;-0.062184945;0.018867925;0.062104913;0.062184945;0.018867925;invertebrate
359;CropCompositionalHeterogeneity;+;no;26_39;heterogeinity;LU-crop evenness;index;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Odonata;NA;aquatic;predator;DrDaAbund;easy;table;NA;paddy;108.4595098;22.70067997;NA;NA;NA;NA;NA;RICE-RICE_summer;56;0.436676233;0.263789117;56;0.436676233;0.436676233;56;NA;0.468116508;0.018867925;0.436676233;0.468116508;0.018867925;invertebrate
360;FieldMarginLength;+;no;26_60;configuration;connectivity;lineal;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Odonata;NA;aquatic;predator;DrDaAbund;easy;table;NA;paddy;108.4785154;22.95492017;NA;NA;NA;NA;NA;RICE-RICE_summer;56;0.128066858;0.035564164;56;0.128066858;0.128066858;56;NA;0.128773976;0.018867925;0.128066858;0.128773976;0.018867925;invertebrate
361;OpenWater500;+;no;26_64;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Odonata;NA;aquatic;predator;DrDaAbund;easy;table;NA;paddy;108.2476679;22.64947453;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;-0.205673589;-0.187553079;56;-0.205673589;0.205673589;56;NA;-0.208649606;0.018867925;-0.205673589;-0.208649606;0.018867925;invertebrate
362;OpenWater750;+;no;26_75;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Odonata;NA;aquatic;predator;DrDaAbund;easy;table;NA;paddy;108.1634174;22.64016571;NA;NA;NA;NA;NA;RICE-RICE_summer;56;-0.318315718;-0.319490776;56;-0.318315718;0.318315718;56;NA;-0.329771804;0.018867925;-0.318315718;-0.329771804;0.018867925;invertebrate
363;CropArea100;-;si;26_8;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Odonata;NA;aquatic;predator;DrDaSpRich;easy;table;NA;paddy;108.170481;22.64335729;NA;NA;NA;NA;NA;RICE-RICE_summer;56;0.027030849;-0.056362822;56;0.027030849;0.027030849;56;NA;0.027037435;0.018867925;-0.027030849;-0.027037435;0.018867925;invertebrate
364;CropArea500;-;si;26_24;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Odonata;NA;aquatic;predator;DrDaSpRich;easy;table;NA;paddy;108.1441942;22.57172556;NA;NA;NA;NA;NA;RICE-RICE_summer;56;0.075419027;0.147111403;56;0.075419027;0.075419027;56;NA;0.075562512;0.018867925;-0.075419027;-0.075562512;0.018867925;invertebrate
365;CropArea750;-;si;26_32;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Odonata;NA;aquatic;predator;DrDaSpRich;easy;table;NA;paddy;108.4702847;22.94169872;NA;NA;NA;NA;NA;RICE-RICE_summer;56;0.026597044;0.032042486;56;0.026597044;0.026597044;56;NA;0.026603318;0.018867925;-0.026597044;-0.026603318;0.018867925;invertebrate
366;CropCompositionalHeterogeneity;+;no;26_41;heterogeinity;LU-crop evenness;index;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Odonata;NA;aquatic;predator;DrDaSpRich;easy;table;NA;paddy;108.5001181;22.91309866;NA;NA;NA;NA;NA;RICE-RICE_summer;56;0.394587094;0.238783091;56;0.394587094;0.394587094;56;NA;0.417221473;0.018867925;0.394587094;0.417221473;0.018867925;invertebrate
367;FieldMarginLength;+;no;26_56;configuration;connectivity;lineal;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Odonata;NA;aquatic;predator;DrDaSpRich;easy;table;NA;paddy;108.4785154;22.95492017;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;0.148694686;0.047096241;56;0.148694686;0.148694686;56;NA;0.149805343;0.018867925;0.148694686;0.149805343;0.018867925;invertebrate
368;OpenWater500;+;no;26_68;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Odonata;NA;aquatic;predator;DrDaSpRich;easy;table;NA;paddy;108.2476679;22.64947453;NA;NA;NA;NA;NA;RICE-RICE_summer;56;-0.293485221;-0.205054158;56;-0.293485221;0.293485221;56;NA;-0.302375728;0.018867925;-0.293485221;-0.302375728;0.018867925;invertebrate
369;OpenWater750;+;no;26_80;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Odonata;NA;aquatic;predator;DrDaSpRich;easy;table;NA;paddy;108.4435648;22.66542532;NA;NA;NA;NA;NA;RICE-RICE_summer;56;-0.43721477;-0.393190594;56;-0.43721477;0.43721477;56;NA;-0.468782125;0.018867925;-0.43721477;-0.468782125;0.018867925;invertebrate
370;CropArea100;-;si;26_9;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Odonata;NA;aquatic;predator;DrDaSWInd;easy;table;NA;paddy;108.4705596;22.93423271;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;-0.00915791;-0.068956694;56;-0.00915791;0.00915791;56;NA;-0.009158166;0.018867925;0.00915791;0.009158166;0.018867925;invertebrate
371;CropArea500;-;si;26_20;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Odonata;NA;aquatic;predator;DrDaSWInd;easy;table;NA;paddy;108.2476679;22.64947453;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;0.04086727;0.130160253;56;0.04086727;0.04086727;56;NA;0.040890044;0.018867925;-0.04086727;-0.040890044;0.018867925;invertebrate
372;CropArea750;-;si;26_36;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Odonata;NA;aquatic;predator;DrDaSWInd;easy;table;NA;paddy;108.4680915;22.87274939;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;0.001759197;0.01822757;56;0.001759197;0.001759197;56;NA;0.001759199;0.018867925;-0.001759197;-0.001759199;0.018867925;invertebrate
373;CropCompositionalHeterogeneity;+;no;26_48;heterogeinity;LU-crop evenness;index;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Odonata;NA;aquatic;predator;DrDaSWInd;easy;table;NA;paddy;108.151942;22.59997431;NA;NA;NA;NA;NA;RICE-RICE_summer;56;0.399261128;0.30052385;56;0.399261128;0.399261128;56;NA;0.42276963;0.018867925;0.399261128;0.42276963;0.018867925;invertebrate
374;FieldMarginLength;+;no;26_50;configuration;connectivity;lineal;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Odonata;NA;aquatic;predator;DrDaSWInd;easy;table;NA;paddy;108.170481;22.64335729;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;0.114825804;0.034486905;56;0.114825804;0.114825804;56;NA;0.115334492;0.018867925;0.114825804;0.115334492;0.018867925;invertebrate
375;OpenWater500;+;no;26_70;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Odonata;NA;aquatic;predator;DrDaSWInd;easy;table;NA;paddy;108.4705596;22.93423271;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;-0.332056585;-0.216659913;56;-0.332056585;0.332056585;56;NA;-0.345137935;0.018867925;-0.332056585;-0.345137935;0.018867925;invertebrate
376;OpenWater750;+;no;26_84;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Odonata;NA;aquatic;predator;DrDaSWInd;easy;table;NA;paddy;108.1634174;22.64016571;NA;NA;NA;NA;NA;RICE-RICE_summer;56;-0.464005215;-0.378945188;56;-0.464005215;0.464005215;56;NA;-0.502403413;0.018867925;-0.464005215;-0.502403413;0.018867925;invertebrate
